Year,Month,Company,Product,Customer Category,Customer,MJPRDesc,Region,Product Detail,No. of People,SalesOffice,Sales Channel,Price,Regional Manager,Sales Head
2021,March,BGSW,Consulting,Premium,Wipro,Upgrade,South,Support,4,Bangalore,External,2494.22,Anil Kumar,Ravi Shankar
2021,May,BGSW,Consulting,Premium,Microsoft,Maintenance,North,Support,8,Mumbai,External,2968.45,Priya Singh,Manoj Verma
2023,May,BGSW,Consulting,Basic,Infosys,Upgrade,North,Software,9,Kolkata,External,4590.15,Priya Singh,Manoj Verma
2023,February,BGSW,Services,Standard,Google,Maintenance,West,Software,5,Bangalore,External,547.5,Vikram Joshi,Neha Kapoor
2022,March,BGSW,Software,Basic,Microsoft,Upgrade,North,Software,5,Hyderabad,External,4090.84,Priya Singh,Manoj Verma
2021,May,BGSW,Support,Premium,BBG,Upgrade,North,Software,4,Bangalore,External,4227.92,Priya Singh,Manoj Verma
2022,January,BGSW,Software,Basic,Amazon,Maintenance,North,Support,9,Delhi,External,1346.0,Priya Singh,Manoj Verma
2021,February,BGSW,Support,Premium,Wipro,Upgrade,South,Software,5,Kolkata,External,1345.05,Anil Kumar,Ravi Shankar
2021,January,BGSW,Services,Premium,Microsoft,Maintenance,South,Support,3,Kolkata,External,3771.98,Anil Kumar,Ravi Shankar
2021,February,BGSW,Services,Standard,Amazon,Maintenance,North,Software,5,Mumbai,External,2586.58,Priya Singh,Manoj Verma
2022,January,BGSW,Consulting,Premium,Google,Upgrade,South,Services,9,Mumbai,Internal,1364.87,Anil Kumar,Ravi Shankar
2022,January,BGSW,Services,Basic,Amazon,Upgrade,East,Software,4,Kolkata,Internal,1396.31,Meena Das,Sourav Roy
2023,June,BGSW,Consulting,Standard,BBG,Maintenance,South,Support,3,Kolkata,Internal,3851.26,Anil Kumar,Ravi Shankar
2022,April,BGSW,Support,Premium,Google,Support,South,Consulting,2,Bangalore,External,1960.31,Anil Kumar,Ravi Shankar
2022,May,BGSW,Services,Standard,TCS,Workpacket,North,Services,1,Chennai,External,3597.83,Priya Singh,Manoj Verma
2022,January,BGSW,Consulting,Premium,BBG,Support,North,Support,1,Hyderabad,External,3400.59,Priya Singh,Manoj Verma
2021,April,BGSW,Consulting,Standard,Infosys,Maintenance,South,Software,4,Hyderabad,External,2111.75,Anil Kumar,Ravi Shankar
2022,January,BGSW,Software,Basic,BBG,Maintenance,North,Software,4,Chennai,Internal,2946.29,Priya Singh,Manoj Verma
2023,April,BGSW,Support,Basic,TCS,Workpacket,East,Services,9,Bangalore,External,1830.53,Meena Das,Sourav Roy
2023,March,BGSW,Software,Premium,TCS,Upgrade,East,Consulting,1,Chennai,External,3992.07,Meena Das,Sourav Roy
2022,June,BGSW,Services,Basic,Infosys,Upgrade,North,Consulting,9,Kolkata,External,3945.8,Priya Singh,Manoj Verma
2023,March,BGSW,Support,Standard,Wipro,Maintenance,North,Services,2,Chennai,Internal,697.0,Priya Singh,Manoj Verma
2021,January,BGSW,Consulting,Premium,BBG,Workpacket,North,Services,1,Chennai,External,3460.65,Priya Singh,Manoj Verma
2021,March,BGSW,Consulting,Basic,Wipro,Support,East,Services,4,Kolkata,External,4677.82,Meena Das,Sourav Roy
2022,June,BGSW,Services,Standard,Infosys,Upgrade,South,Support,1,Chennai,External,2880.59,Anil Kumar,Ravi Shankar
2022,January,BGSW,Consulting,Basic,Microsoft,Support,South,Consulting,9,Mumbai,Internal,1369.04,Anil Kumar,Ravi Shankar
2023,June,BGSW,Consulting,Basic,Wipro,Upgrade,North,Services,10,Delhi,External,3661.48,Priya Singh,Manoj Verma
2021,February,BGSW,Consulting,Basic,BBG,Maintenance,West,Consulting,9,Chennai,External,4700.84,Vikram Joshi,Neha Kapoor
2023,March,BGSW,Support,Standard,TCS,Upgrade,East,Support,10,Bangalore,Internal,2187.78,Meena Das,Sourav Roy
2022,April,BGSW,Software,Standard,Microsoft,Support,East,Support,10,Hyderabad,Internal,4970.35,Meena Das,Sourav Roy
2021,March,BGSW,Consulting,Premium,TCS,Maintenance,East,Services,5,Chennai,Internal,924.29,Meena Das,Sourav Roy
2022,February,BGSW,Consulting,Standard,Google,Workpacket,West,Consulting,5,Delhi,Internal,3067.19,Vikram Joshi,Neha Kapoor
2023,January,BGSW,Support,Standard,Amazon,Upgrade,North,Services,10,Kolkata,External,668.17,Priya Singh,Manoj Verma
2021,January,BGSW,Support,Standard,TCS,Upgrade,West,Software,2,Bangalore,Internal,3352.49,Vikram Joshi,Neha Kapoor
2021,March,BGSW,Services,Standard,Infosys,Workpacket,West,Support,9,Kolkata,Internal,1189.39,Vikram Joshi,Neha Kapoor
2022,May,BGSW,Services,Premium,BBG,Maintenance,West,Software,3,Bangalore,External,871.45,Vikram Joshi,Neha Kapoor
2023,April,BGSW,Support,Premium,BBG,Upgrade,South,Consulting,3,Mumbai,Internal,2695.37,Anil Kumar,Ravi Shankar
2023,May,BGSW,Consulting,Premium,Microsoft,Maintenance,North,Software,6,Kolkata,Internal,1006.38,Priya Singh,Manoj Verma
2022,March,BGSW,Support,Premium,Google,Maintenance,West,Services,5,Bangalore,External,3272.99,Vikram Joshi,Neha Kapoor
2023,February,BGSW,Software,Premium,TCS,Workpacket,West,Consulting,6,Bangalore,Internal,1005.67,Vikram Joshi,Neha Kapoor
2021,May,BGSW,Consulting,Standard,Microsoft,Maintenance,South,Services,5,Mumbai,External,602.37,Anil Kumar,Ravi Shankar
2023,May,BGSW,Consulting,Premium,Infosys,Maintenance,North,Software,10,Kolkata,Internal,3627.82,Priya Singh,Manoj Verma
2022,May,BGSW,Services,Standard,Amazon,Support,South,Support,4,Kolkata,External,738.88,Anil Kumar,Ravi Shankar
2021,April,BGSW,Support,Basic,TCS,Maintenance,South,Services,1,Delhi,External,1540.26,Anil Kumar,Ravi Shankar
2023,June,BGSW,Services,Standard,BBG,Support,West,Consulting,4,Chennai,External,3023.09,Vikram Joshi,Neha Kapoor
2021,February,BGSW,Support,Standard,BBG,Upgrade,South,Consulting,1,Delhi,External,2099.2,Anil Kumar,Ravi Shankar
2021,May,BGSW,Support,Premium,Wipro,Maintenance,East,Software,1,Chennai,External,1515.12,Meena Das,Sourav Roy
2022,June,BGSW,Consulting,Premium,Wipro,Upgrade,East,Consulting,7,Bangalore,Internal,2419.09,Meena Das,Sourav Roy
2023,March,BGSW,Software,Basic,Amazon,Workpacket,East,Consulting,10,Chennai,Internal,4381.64,Meena Das,Sourav Roy
2023,June,BGSW,Consulting,Standard,TCS,Workpacket,East,Consulting,6,Hyderabad,Internal,1328.61,Meena Das,Sourav Roy
2023,January,BGSW,Support,Standard,BBG,Maintenance,North,Software,5,Bangalore,Internal,980.47,Priya Singh,Manoj Verma
2021,May,BGSW,Support,Basic,Infosys,Workpacket,North,Consulting,4,Kolkata,Internal,2116.68,Priya Singh,Manoj Verma
2021,May,BGSW,Software,Basic,Wipro,Maintenance,West,Consulting,7,Mumbai,External,1118.81,Vikram Joshi,Neha Kapoor
2021,January,BGSW,Software,Premium,Google,Upgrade,North,Consulting,4,Bangalore,Internal,1296.85,Priya Singh,Manoj Verma
2023,April,BGSW,Support,Standard,Amazon,Upgrade,West,Software,1,Chennai,External,3740.9,Vikram Joshi,Neha Kapoor
2023,June,BGSW,Services,Basic,Microsoft,Upgrade,West,Software,1,Bangalore,External,4927.24,Vikram Joshi,Neha Kapoor
2023,April,BGSW,Services,Premium,Google,Upgrade,South,Software,5,Delhi,External,1249.19,Anil Kumar,Ravi Shankar
2023,January,BGSW,Consulting,Standard,TCS,Upgrade,East,Services,9,Hyderabad,Internal,4004.29,Meena Das,Sourav Roy
2022,April,BGSW,Support,Standard,Microsoft,Workpacket,North,Software,10,Kolkata,Internal,4471.47,Priya Singh,Manoj Verma
2022,March,BGSW,Consulting,Basic,Wipro,Support,South,Services,2,Kolkata,External,3353.33,Anil Kumar,Ravi Shankar
2023,June,BGSW,Software,Basic,TCS,Workpacket,South,Software,9,Mumbai,Internal,3957.17,Anil Kumar,Ravi Shankar
2023,June,BGSW,Consulting,Premium,TCS,Workpacket,East,Consulting,1,Mumbai,External,1892.83,Meena Das,Sourav Roy
2022,June,BGSW,Consulting,Premium,Amazon,Workpacket,West,Services,10,Delhi,Internal,2563.89,Vikram Joshi,Neha Kapoor
2023,January,BGSW,Software,Premium,Amazon,Upgrade,West,Software,7,Mumbai,Internal,3205.47,Vikram Joshi,Neha Kapoor
2021,May,BGSW,Support,Basic,Wipro,Workpacket,South,Services,3,Bangalore,Internal,3439.75,Anil Kumar,Ravi Shankar
2021,January,BGSW,Support,Standard,Microsoft,Support,South,Services,7,Bangalore,Internal,3524.41,Anil Kumar,Ravi Shankar
2022,June,BGSW,Support,Premium,Microsoft,Maintenance,North,Support,6,Mumbai,Internal,3912.99,Priya Singh,Manoj Verma
2022,April,BGSW,Consulting,Premium,Wipro,Maintenance,South,Support,9,Mumbai,Internal,3631.23,Anil Kumar,Ravi Shankar
2021,May,BGSW,Services,Standard,Wipro,Maintenance,South,Software,10,Delhi,External,2864.26,Anil Kumar,Ravi Shankar
2021,May,BGSW,Software,Basic,Wipro,Upgrade,East,Software,3,Chennai,Internal,3688.64,Meena Das,Sourav Roy
2021,January,BGSW,Services,Standard,Wipro,Support,North,Consulting,10,Mumbai,External,704.71,Priya Singh,Manoj Verma
2023,June,BGSW,Consulting,Premium,Wipro,Workpacket,East,Support,5,Hyderabad,External,1851.28,Meena Das,Sourav Roy
2021,January,BGSW,Support,Standard,BBG,Support,East,Consulting,4,Delhi,External,4650.26,Meena Das,Sourav Roy
2022,January,BGSW,Consulting,Standard,Amazon,Upgrade,West,Support,8,Mumbai,Internal,4257.98,Vikram Joshi,Neha Kapoor
2023,June,BGSW,Support,Basic,Infosys,Support,East,Consulting,10,Kolkata,External,4097.91,Meena Das,Sourav Roy
2021,February,BGSW,Support,Premium,Google,Upgrade,East,Consulting,10,Chennai,External,1343.21,Meena Das,Sourav Roy
2022,June,BGSW,Support,Basic,Microsoft,Maintenance,South,Software,2,Mumbai,Internal,2172.13,Anil Kumar,Ravi Shankar
2021,May,BGSW,Support,Premium,Microsoft,Maintenance,East,Services,4,Hyderabad,External,2776.98,Meena Das,Sourav Roy
2023,February,BGSW,Consulting,Standard,BBG,Maintenance,West,Support,3,Hyderabad,Internal,1423.34,Vikram Joshi,Neha Kapoor
2022,April,BGSW,Services,Premium,Google,Support,South,Services,6,Mumbai,Internal,963.96,Anil Kumar,Ravi Shankar
2021,May,BGSW,Support,Basic,Amazon,Maintenance,East,Consulting,4,Delhi,External,2895.24,Meena Das,Sourav Roy
2023,January,BGSW,Support,Premium,Amazon,Maintenance,West,Services,1,Chennai,Internal,1429.6,Vikram Joshi,Neha Kapoor
2023,March,BGSW,Support,Premium,Wipro,Maintenance,East,Consulting,3,Hyderabad,External,3259.68,Meena Das,Sourav Roy
2023,April,BGSW,Services,Premium,Microsoft,Upgrade,East,Services,2,Mumbai,Internal,887.54,Meena Das,Sourav Roy
2021,June,BGSW,Software,Basic,Google,Maintenance,West,Support,4,Kolkata,Internal,4881.57,Vikram Joshi,Neha Kapoor
2023,February,BGSW,Services,Basic,BBG,Support,West,Software,5,Kolkata,External,2617.46,Vikram Joshi,Neha Kapoor
2021,May,BGSW,Support,Standard,BBG,Workpacket,North,Support,6,Mumbai,External,636.19,Priya Singh,Manoj Verma
2021,March,BGSW,Software,Standard,TCS,Workpacket,West,Support,6,Chennai,Internal,2785.77,Vikram Joshi,Neha Kapoor
2023,January,BGSW,Support,Basic,Wipro,Support,West,Support,9,Mumbai,External,3157.41,Vikram Joshi,Neha Kapoor
2023,February,BGSW,Consulting,Standard,BBG,Support,North,Support,4,Kolkata,External,4029.41,Priya Singh,Manoj Verma
2023,March,BGSW,Consulting,Premium,Wipro,Support,West,Software,2,Chennai,External,1964.2,Vikram Joshi,Neha Kapoor
2022,February,BGSW,Support,Standard,Microsoft,Support,South,Software,6,Mumbai,Internal,907.4,Anil Kumar,Ravi Shankar
2023,June,BGSW,Services,Premium,Wipro,Workpacket,North,Software,9,Delhi,External,3270.07,Priya Singh,Manoj Verma
2021,February,BGSW,Support,Standard,Infosys,Maintenance,West,Software,6,Hyderabad,Internal,3251.71,Vikram Joshi,Neha Kapoor
2021,March,BGSW,Services,Standard,Infosys,Support,West,Services,9,Delhi,Internal,4375.62,Vikram Joshi,Neha Kapoor
2021,April,BGSW,Software,Basic,Google,Upgrade,South,Software,7,Mumbai,Internal,3481.19,Anil Kumar,Ravi Shankar
2021,February,BGSW,Software,Standard,TCS,Upgrade,West,Consulting,5,Kolkata,Internal,1104.25,Vikram Joshi,Neha Kapoor
2023,January,BGSW,Consulting,Basic,BBG,Upgrade,South,Consulting,2,Bangalore,External,4370.69,Anil Kumar,Ravi Shankar
2023,February,BGSW,Software,Basic,BBG,Upgrade,West,Software,6,Bangalore,Internal,2411.47,Vikram Joshi,Neha Kapoor
2023,April,BGSW,Consulting,Basic,Infosys,Maintenance,South,Software,9,Chennai,External,650.58,Anil Kumar,Ravi Shankar
2023,April,BGSW,Support,Premium,Infosys,Upgrade,South,Services,3,Kolkata,External,2592.21,Anil Kumar,Ravi Shankar
2023,May,BGSW,Services,Premium,BBG,Support,South,Support,10,Hyderabad,External,2907.65,Anil Kumar,Ravi Shankar
2022,April,BGSW,Software,Basic,Wipro,Maintenance,South,Software,6,Delhi,External,1253.79,Anil Kumar,Ravi Shankar
2023,May,BGSW,Support,Premium,Wipro,Upgrade,East,Consulting,10,Hyderabad,External,4140.03,Meena Das,Sourav Roy
2022,April,BGSW,Services,Premium,Infosys,Support,South,Support,5,Bangalore,External,1738.48,Anil Kumar,Ravi Shankar
2021,June,BGSW,Services,Basic,Amazon,Workpacket,East,Software,6,Bangalore,External,4021.37,Meena Das,Sourav Roy
2022,February,BGSW,Services,Standard,Microsoft,Workpacket,North,Consulting,8,Mumbai,External,1570.76,Priya Singh,Manoj Verma
2023,June,BGSW,Consulting,Premium,Infosys,Maintenance,West,Services,5,Hyderabad,Internal,1254.2,Vikram Joshi,Neha Kapoor
2022,March,BGSW,Software,Basic,TCS,Workpacket,West,Software,7,Mumbai,External,1153.17,Vikram Joshi,Neha Kapoor
2021,March,BGSW,Software,Standard,Wipro,Maintenance,West,Services,2,Chennai,External,4802.83,Vikram Joshi,Neha Kapoor
2023,June,BGSW,Support,Standard,Google,Maintenance,West,Services,5,Kolkata,External,2574.99,Vikram Joshi,Neha Kapoor
2023,June,BGSW,Consulting,Basic,Google,Workpacket,North,Support,9,Hyderabad,Internal,4242.6,Priya Singh,Manoj Verma
2022,January,BGSW,Services,Basic,BBG,Maintenance,South,Consulting,5,Delhi,Internal,653.19,Anil Kumar,Ravi Shankar
2021,May,BGSW,Consulting,Basic,Wipro,Support,South,Services,2,Chennai,Internal,2191.81,Anil Kumar,Ravi Shankar
2021,June,BGSW,Consulting,Standard,Google,Upgrade,North,Services,8,Delhi,External,3615.0,Priya Singh,Manoj Verma
2022,February,BGSW,Services,Standard,TCS,Support,East,Software,7,Delhi,Internal,1662.07,Meena Das,Sourav Roy
2021,April,BGSW,Services,Standard,Amazon,Upgrade,East,Consulting,8,Hyderabad,Internal,2932.84,Meena Das,Sourav Roy
2021,May,BGSW,Services,Standard,Wipro,Maintenance,West,Services,1,Hyderabad,Internal,3071.05,Vikram Joshi,Neha Kapoor
2022,January,BGSW,Software,Premium,Wipro,Support,East,Services,7,Delhi,Internal,3650.25,Meena Das,Sourav Roy
2023,January,BGSW,Software,Standard,BBG,Upgrade,West,Services,9,Bangalore,Internal,2229.91,Vikram Joshi,Neha Kapoor
2021,May,BGSW,Support,Standard,Wipro,Maintenance,West,Software,1,Kolkata,Internal,2144.1,Vikram Joshi,Neha Kapoor
2021,April,BGSW,Support,Basic,Amazon,Workpacket,East,Services,7,Kolkata,Internal,1844.92,Meena Das,Sourav Roy
2021,June,BGSW,Support,Standard,Microsoft,Upgrade,West,Consulting,3,Hyderabad,Internal,614.14,Vikram Joshi,Neha Kapoor
2022,April,BGSW,Services,Basic,Wipro,Maintenance,North,Software,9,Mumbai,Internal,666.69,Priya Singh,Manoj Verma
2022,June,BGSW,Services,Standard,Microsoft,Workpacket,South,Software,9,Bangalore,Internal,4661.67,Anil Kumar,Ravi Shankar
2023,February,BGSW,Software,Basic,Microsoft,Upgrade,South,Services,4,Kolkata,Internal,564.64,Anil Kumar,Ravi Shankar
2022,January,BGSW,Software,Basic,Amazon,Support,South,Services,2,Mumbai,Internal,784.0,Anil Kumar,Ravi Shankar
2022,March,BGSW,Software,Standard,Microsoft,Workpacket,North,Support,4,Hyderabad,Internal,2009.77,Priya Singh,Manoj Verma
2022,February,BGSW,Software,Premium,Wipro,Maintenance,South,Consulting,8,Bangalore,Internal,1100.17,Anil Kumar,Ravi Shankar
2021,January,BGSW,Software,Premium,Microsoft,Support,West,Consulting,2,Kolkata,External,2373.0,Vikram Joshi,Neha Kapoor
2023,February,BGSW,Consulting,Premium,Wipro,Maintenance,West,Software,7,Bangalore,Internal,3247.42,Vikram Joshi,Neha Kapoor
2023,February,BGSW,Software,Basic,Microsoft,Maintenance,South,Support,7,Hyderabad,Internal,1363.56,Anil Kumar,Ravi Shankar
2023,March,BGSW,Consulting,Standard,TCS,Workpacket,South,Support,1,Bangalore,Internal,4084.76,Anil Kumar,Ravi Shankar
2022,February,BGSW,Consulting,Basic,Microsoft,Support,West,Support,5,Bangalore,External,1631.22,Vikram Joshi,Neha Kapoor
2021,January,BGSW,Services,Basic,Amazon,Workpacket,West,Services,8,Chennai,Internal,818.87,Vikram Joshi,Neha Kapoor
2023,April,BGSW,Support,Standard,Amazon,Maintenance,North,Consulting,2,Delhi,Internal,941.29,Priya Singh,Manoj Verma
2021,April,BGSW,Consulting,Premium,BBG,Upgrade,West,Services,7,Bangalore,Internal,4675.49,Vikram Joshi,Neha Kapoor
2021,April,BGSW,Support,Premium,BBG,Workpacket,West,Support,5,Bangalore,External,1072.45,Vikram Joshi,Neha Kapoor
2022,February,BGSW,Services,Standard,BBG,Upgrade,South,Consulting,6,Bangalore,External,3216.36,Anil Kumar,Ravi Shankar
2023,May,BGSW,Consulting,Premium,BBG,Upgrade,North,Consulting,10,Mumbai,External,1756.27,Priya Singh,Manoj Verma
2023,February,BGSW,Consulting,Standard,BBG,Workpacket,West,Consulting,10,Hyderabad,External,4910.83,Vikram Joshi,Neha Kapoor
2022,June,BGSW,Services,Standard,Infosys,Upgrade,South,Software,2,Mumbai,External,1582.3,Anil Kumar,Ravi Shankar
2023,June,BGSW,Software,Premium,Amazon,Maintenance,South,Support,4,Kolkata,Internal,571.69,Anil Kumar,Ravi Shankar
2021,June,BGSW,Software,Basic,Wipro,Support,East,Software,8,Bangalore,External,1332.26,Meena Das,Sourav Roy
2023,April,BGSW,Services,Basic,Microsoft,Upgrade,East,Support,9,Hyderabad,External,2416.56,Meena Das,Sourav Roy
2023,May,BGSW,Consulting,Basic,Microsoft,Maintenance,East,Services,9,Kolkata,External,4495.9,Meena Das,Sourav Roy
2022,March,BGSW,Software,Basic,Microsoft,Maintenance,South,Support,3,Kolkata,Internal,3023.41,Anil Kumar,Ravi Shankar
2021,March,BGSW,Consulting,Basic,Microsoft,Upgrade,North,Consulting,4,Delhi,External,4540.7,Priya Singh,Manoj Verma
2022,January,BGSW,Services,Standard,Google,Upgrade,West,Software,9,Chennai,Internal,2615.74,Vikram Joshi,Neha Kapoor
2022,May,BGSW,Support,Basic,Wipro,Support,East,Consulting,8,Hyderabad,Internal,2258.07,Meena Das,Sourav Roy
2022,January,BGSW,Services,Premium,Google,Support,North,Consulting,8,Bangalore,Internal,2843.09,Priya Singh,Manoj Verma
2022,April,BGSW,Consulting,Standard,Google,Upgrade,South,Software,1,Delhi,Internal,783.27,Anil Kumar,Ravi Shankar
2023,June,BGSW,Support,Standard,Infosys,Maintenance,North,Support,8,Chennai,External,2561.03,Priya Singh,Manoj Verma
2022,February,BGSW,Support,Premium,BBG,Maintenance,North,Support,1,Bangalore,External,1779.72,Priya Singh,Manoj Verma
2023,February,BGSW,Support,Premium,Amazon,Workpacket,North,Consulting,4,Hyderabad,Internal,4971.98,Priya Singh,Manoj Verma
2022,March,BGSW,Support,Premium,Amazon,Support,North,Support,6,Bangalore,External,2517.93,Priya Singh,Manoj Verma
2023,March,BGSW,Services,Premium,BBG,Upgrade,North,Consulting,8,Delhi,Internal,519.32,Priya Singh,Manoj Verma
2023,June,BGSW,Support,Standard,Google,Workpacket,East,Software,6,Kolkata,Internal,3792.38,Meena Das,Sourav Roy
2021,June,BGSW,Services,Standard,Microsoft,Upgrade,South,Consulting,8,Delhi,Internal,1968.65,Anil Kumar,Ravi Shankar
2023,May,BGSW,Consulting,Standard,Amazon,Support,North,Services,9,Mumbai,Internal,4891.28,Priya Singh,Manoj Verma
2021,April,BGSW,Support,Basic,Infosys,Support,West,Support,7,Bangalore,External,2163.33,Vikram Joshi,Neha Kapoor
2021,March,BGSW,Support,Standard,Google,Upgrade,East,Services,4,Kolkata,External,3836.87,Meena Das,Sourav Roy
2022,March,BGSW,Consulting,Basic,BBG,Upgrade,West,Consulting,10,Chennai,Internal,1146.38,Vikram Joshi,Neha Kapoor
2022,May,BGSW,Support,Premium,Infosys,Upgrade,East,Services,1,Mumbai,External,2365.31,Meena Das,Sourav Roy
2023,May,BGSW,Consulting,Premium,Amazon,Upgrade,West,Support,9,Mumbai,Internal,4202.6,Vikram Joshi,Neha Kapoor
2023,March,BGSW,Software,Basic,Wipro,Upgrade,East,Consulting,1,Hyderabad,Internal,1682.05,Meena Das,Sourav Roy
2021,June,BGSW,Support,Standard,Amazon,Upgrade,West,Consulting,1,Hyderabad,External,2718.73,Vikram Joshi,Neha Kapoor
2023,June,BGSW,Support,Basic,BBG,Upgrade,South,Support,8,Kolkata,Internal,2179.41,Anil Kumar,Ravi Shankar
2022,February,BGSW,Services,Premium,Google,Upgrade,South,Consulting,6,Bangalore,Internal,1727.02,Anil Kumar,Ravi Shankar
2023,March,BGSW,Services,Standard,Google,Support,West,Consulting,3,Hyderabad,Internal,2946.71,Vikram Joshi,Neha Kapoor
2023,March,BGSW,Support,Basic,Wipro,Maintenance,East,Services,9,Chennai,External,4204.92,Meena Das,Sourav Roy
2021,May,BGSW,Support,Standard,TCS,Upgrade,South,Software,6,Bangalore,Internal,1480.44,Anil Kumar,Ravi Shankar
2021,May,BGSW,Services,Standard,BBG,Support,North,Services,3,Hyderabad,External,2066.94,Priya Singh,Manoj Verma
2021,April,BGSW,Support,Premium,Wipro,Maintenance,East,Services,2,Bangalore,Internal,4355.67,Meena Das,Sourav Roy
2023,February,BGSW,Support,Premium,Amazon,Workpacket,North,Services,7,Kolkata,Internal,849.81,Priya Singh,Manoj Verma
2022,January,BGSW,Consulting,Premium,Microsoft,Support,West,Software,2,Delhi,Internal,798.11,Vikram Joshi,Neha Kapoor
2021,January,BGSW,Consulting,Basic,Amazon,Workpacket,South,Support,1,Hyderabad,Internal,4306.38,Anil Kumar,Ravi Shankar
2023,March,BGSW,Support,Premium,TCS,Workpacket,East,Services,2,Chennai,Internal,2879.77,Meena Das,Sourav Roy
2022,February,BGSW,Services,Basic,Microsoft,Workpacket,North,Software,6,Kolkata,Internal,2478.5,Priya Singh,Manoj Verma
2021,March,BGSW,Software,Standard,Amazon,Workpacket,South,Software,2,Delhi,Internal,2596.56,Anil Kumar,Ravi Shankar
2022,March,BGSW,Support,Basic,Wipro,Support,North,Services,6,Mumbai,Internal,2231.52,Priya Singh,Manoj Verma
2023,June,BGSW,Support,Basic,TCS,Upgrade,West,Consulting,9,Mumbai,External,4932.33,Vikram Joshi,Neha Kapoor
2021,January,BGSW,Software,Basic,Google,Workpacket,West,Services,8,Kolkata,Internal,2283.66,Vikram Joshi,Neha Kapoor
2021,February,BGSW,Software,Standard,Wipro,Support,South,Consulting,2,Delhi,Internal,2023.84,Anil Kumar,Ravi Shankar
2021,February,BGSW,Software,Basic,BBG,Maintenance,West,Support,7,Delhi,External,3500.05,Vikram Joshi,Neha Kapoor
2022,May,BGSW,Support,Premium,TCS,Upgrade,West,Services,2,Delhi,External,2737.73,Vikram Joshi,Neha Kapoor
2021,January,BGSW,Services,Premium,BBG,Support,North,Consulting,7,Chennai,External,1187.31,Priya Singh,Manoj Verma
2021,June,BGSW,Software,Standard,Amazon,Maintenance,South,Software,8,Chennai,External,2940.97,Anil Kumar,Ravi Shankar
2021,April,BGSW,Services,Standard,BBG,Maintenance,South,Software,8,Mumbai,Internal,647.87,Anil Kumar,Ravi Shankar
2023,February,BGSW,Software,Standard,Amazon,Maintenance,East,Software,8,Hyderabad,External,3470.35,Meena Das,Sourav Roy
2022,May,BGSW,Consulting,Basic,Microsoft,Upgrade,West,Support,8,Chennai,External,3276.23,Vikram Joshi,Neha Kapoor
2022,March,BGSW,Services,Premium,Infosys,Support,East,Consulting,6,Delhi,Internal,3943.37,Meena Das,Sourav Roy
2022,January,BGSW,Software,Standard,Google,Upgrade,East,Support,1,Kolkata,Internal,1614.26,Meena Das,Sourav Roy
2023,January,BGSW,Services,Standard,Microsoft,Maintenance,East,Consulting,1,Chennai,External,668.2,Meena Das,Sourav Roy
2023,May,BGSW,Software,Standard,Microsoft,Upgrade,West,Services,6,Mumbai,External,1950.9,Vikram Joshi,Neha Kapoor
2022,January,BGSW,Consulting,Standard,BBG,Maintenance,South,Consulting,10,Delhi,External,4862.42,Anil Kumar,Ravi Shankar
2022,June,BGSW,Services,Basic,Amazon,Maintenance,North,Support,1,Delhi,External,4120.71,Priya Singh,Manoj Verma
2023,May,BGSW,Services,Basic,Google,Maintenance,South,Services,10,Chennai,External,2421.98,Anil Kumar,Ravi Shankar
2021,June,BGSW,Support,Basic,TCS,Maintenance,East,Software,9,Delhi,Internal,2364.41,Meena Das,Sourav Roy
2023,May,BGSW,Software,Basic,TCS,Workpacket,East,Services,9,Bangalore,External,1458.29,Meena Das,Sourav Roy
2022,June,BGSW,Software,Basic,Wipro,Support,West,Consulting,6,Mumbai,Internal,1581.68,Vikram Joshi,Neha Kapoor
2022,April,BGSW,Support,Premium,Wipro,Workpacket,East,Software,5,Delhi,Internal,1654.01,Meena Das,Sourav Roy
2022,February,BGSW,Services,Premium,Amazon,Support,North,Consulting,5,Mumbai,External,3019.21,Priya Singh,Manoj Verma
2022,June,BGSW,Services,Premium,Amazon,Maintenance,West,Consulting,1,Delhi,External,3464.02,Vikram Joshi,Neha Kapoor
2023,January,BGSW,Software,Premium,Microsoft,Support,North,Support,10,Delhi,Internal,4552.59,Priya Singh,Manoj Verma
2022,June,BGSW,Services,Standard,TCS,Workpacket,West,Consulting,2,Chennai,Internal,2848.81,Vikram Joshi,Neha Kapoor
2022,January,BGSW,Consulting,Basic,Microsoft,Maintenance,East,Support,10,Kolkata,External,4126.29,Meena Das,Sourav Roy
2022,February,BGSW,Consulting,Premium,Amazon,Workpacket,North,Support,8,Mumbai,External,4383.05,Priya Singh,Manoj Verma
2022,May,BGSW,Support,Basic,Microsoft,Maintenance,South,Software,8,Kolkata,Internal,4834.92,Anil Kumar,Ravi Shankar
2022,April,BGSW,Support,Standard,Microsoft,Support,North,Services,4,Delhi,External,1891.71,Priya Singh,Manoj Verma
2023,January,BGSW,Consulting,Standard,BBG,Support,East,Software,5,Delhi,Internal,4713.45,Meena Das,Sourav Roy
2022,February,BGSW,Consulting,Standard,Wipro,Maintenance,North,Software,1,Delhi,Internal,4204.39,Priya Singh,Manoj Verma
2022,June,BGSW,Software,Standard,Wipro,Upgrade,West,Services,3,Kolkata,External,2778.51,Vikram Joshi,Neha Kapoor
2022,May,BGSW,Support,Standard,Wipro,Support,East,Services,3,Kolkata,External,4059.59,Meena Das,Sourav Roy
